,text_new,label
1251,Juveniles are similar to females though with an obvious pale yellow edge to the lower mandible.  ,1
1252,"Initially lacking in red plumage, they begin to get red feathers on their faces after around a month of age.  ",1
1253,The red-headed myzomela has a range of contact calls and songs that are primarily metallic or scratchy.  ,1
1254,"M. e. infuscata is similar in appearance to the nominate race but has red extending from the rump onto the back, a darker grey belly, and is slightly larger overall.  ",1
1255,"Males keep their juvenile plumage for up to three months, and take a similar period to come into full colour.  ",1
1256,Its song is an abrupt tchwip-tchwip-tchwip-tchwip with a slightly softer swip-swip-swip-swip contact call and a scolding charrk-charrk.  ,1
1257,"The red-headed myzomela closely resembles the scarlet myzomela, though there is only a small overlap in their respective ranges, in eastern Cape York Peninsula. ",0
1258,"The dusky myzomela resembles the female red-headed myzomela, but is larger and darker brown, and lacks the red markings around the bill.  ",1
1259,The Sumba myzomela is similar but slightly smaller than the red-headed myzomela and has darker upper parts and a broad black pectoral band.  ,1
1260,"The nominate subspecies of the red-headed myzomela is distributed across the tropical coastlines of Western Australia, the Northern Territory and Queensland. ",0
1261,"It inhabits coastal areas of the Kimberley and various offshore islands in Western Australia, and is similarly distributed in the Northern Territory, including Melville Island and the Sir Edward Pellew Group of Islands. ",0
1262,It is widespread around the coast of the Gulf of Carpentaria and the Cape York Peninsula.  ,1
1263,"M. e. infuscata occurs at scattered sites in West Papua and in south Papua New Guinea, from the Mimika Regency in the west to the Fly River in the east, and the Aru Islands.  ",1
1264,Some birds of Cape York have features intermediate between the two subspecies.  ,1
1265,"Although the red-headed myzomela is widely distributed, it is not abundant within its range. ",0
1266,The largest recorded population was 5.5 birds per hectare or 2.2 per acre at Palmerston in the Northern Territory. ,0
1267,The peak abundance of the species in the mangroves around Darwin Harbour during the mid-dry and early wet season coincided with the production of young and the flowering of the yellow mangrove (Ceriops australis).  ,1
1268,"Population numbers have been reported as fluctuating in some areas with local movements possibly related to the flowering of preferred mangrove and Melaleuca food trees, and there is some indication that the birds can travel more widely.  ",1
1269,"The species' movements are poorly understood, variously described as resident, nomadic or migratory.  ",1
1270,"A single bird was recaptured after being banded nearly five years earlier, 27 kilometres (17 mi) from the original banding site, and the species' occupation of a large number of offshore islands suggests that the red-headed myzomela is effective at crossing distances over water.  ",1
1271,The maximum age recorded from banding has been 7 years 1.5 months.  ,1
1272,"The red-headed myzomela mostly inhabits mangroves in monsoonal coastal areas, especially thickets of spotted mangrove (Rhizophora stylosa), smallflower bruguiera (Bruguiera parviflora) and grey mangrove (Avicennia marina) bordering islands or in river deltas, but it often also occurs in paperbark thickets fringing the mangroves such as those of cajeput (Melaleuca leucadendra).  ",1
1273,"It is a mangrove specialist, an adaptation that probably occurred as northern Australia became more arid and the bird populations became dependent on mangroves as other types of forest disappeared.  ",1
1274,"The mangroves provide nectar and insects as well as shelter and nesting sites, and they supply the majority of the species' needs for most of the year.  ",1
1275,"In Australia, mangrove vegetation forms a narrow discontinuous strip along thousands of kilometres of coastline, accommodating birds specialized for the habitat.  ",1
1276,"Eighty Mile Beach in Western Australia has no mangroves and no fringing Melaleuca forests, reducing its potential for successful colonization by nectarivores, and it marks the southern limit of the red-headed myzomela in Western Australia.  ",1
1277,"The red-headed myzomela is occasionally found in swampy woodlands, casuarina woodlands and open forest, particularly those with Pandanus and paperbarks, as well as on coconut farms.  ",1
1278,"While the social organisation of the red-headed myzomela is relatively unknown, it is reported as being usually solitary or found in pairs, though it has been described as forming loose associations with brown honeyeaters, and other mangrove-feeding birds such as the northern fantail and yellow white-eye.  ",1
1279,"It is an inquisitive bird and readily responds to pishing, coming close to the caller to investigate the source of the sound and to warn off the intruder. ",0
1280,"It calls throughout the day when feeding, and males sing from exposed branches in the upper canopy of the food trees.  ",1
1281,"The red-headed myzomela actively defends food trees, engaging in aggressive bill-wiping both in response to a threat and after chasing intruders from a tree. ",0
1282,It is very antagonistic even towards its own species; the males fight by grappling in mid-air and falling close to the ground before disengaging. ,0
1283,"It constantly chases brown honeyeaters through the canopy, though it has not been observed in grappling fights with other species.  ",1
1284,"There are few scientific reports on the breeding behaviour of the red-headed myzomela, and little detail is available on the breeding season.  ",1
1285,A study of populations in the western Kimberley reported that the birds hold territories through much of the dry season and then disperse.  ,1
1286,"The nest is built in the foliage of the mangroves, suspended by a rim from a small horizontal fork about 6â10 m (20â33 ft) above the ground or water. ",0
1287,"The nest is small and cup-shaped, and built from small pieces of bark, leaves, plant fibre and sometimes seaweed, bound together with spider web and lined with finer material. ",0
1288,"It is, on average, 5.4 cm (2.1 in) in diameter and 3.7 cm (1.5 in) deep.  ",1
1289,"Measuring 16 by 12 mm (0.63 by 0.47 in), the eggs are oval, smooth and lustreless white, with small spots or blotches of red on the larger end. ",0
1290,The clutch size is reported to be two or three eggs.  ,1
1291,"While there is no reliable information on incubation and feeding, it is believed that both parents are active in caring for the young.  ",1
1292,"A field study by Jan Lewis and colleagues found that only females bore brood patches, suggesting they alone incubated eggs.  ",1
1293,"The red-headed myzomela is arboreal, feeding at flowers and among the outer foliage in the crowns of mangroves and other flowering trees.  Very active when feeding, it darts from flower to flower, probing for nectar with its long curved bill. ",1
1294,"It gleans insects from foliage and twigs, as well as sallying for flying insects. ",0
1295,"Typical invertebrates eaten include spiders and insects such as beetles, bugs, wasps, and caterpillars.  ",1
1296,"The red-headed myzomela predominately feeds on mangrove species, and in north-western Australia is the major pollinator of the rib-fruited mangrove (Bruguiera exaristata).  ",1
1297,"However, it also feeds in paperbarks and other coastal forests and has been recorded feeding in cultivated bottlebrush and Grevillea in Darwin gardens, and silver-leaf grevillea (Grevillea refracta) and green birdflower (Crotalaria cunninghamii) in northwest Western Australia. ",0
1298,The red-headed myzomela may travel some distance from roosting areas to feed on plants in flower.  ,1
1299,"M. e. erythrocephala is listed as being of least concern by the IUCN,  because the population is widespread. ",1
1300,"However, the Australian population of M. e. infuscata is listed as near threatened, since it is confined to three small islands with a combined area of about 100 square kilometres (39 sq mi).  ",1
1301,"There is no immediate threat to the red-headed myzomela, except the risk posed to low islands by rising sea levels;  however, it has been recommended that community-based ecotourism on the tropical coast be promoted, as it could lead to monitoring of sub-populations and habitat by visiting birdwatchers and local rangers.[26 Podiceps griseigena (Lapsus) The red-necked grebe (Podiceps grisegena) is a migratory aquatic bird found in the temperate regions of the northern hemisphere. ",1
1302,"Its wintering habitat is largely restricted to calm waters just beyond the waves around ocean coasts, although some birds may winter on large lakes. ",0
1303,"Grebes prefer shallow bodies of fresh water such as lakes, marshes or fish-ponds as breeding sites. ",0
1304,"During the breeding season, it acquires the distinctive red neck plumage, black cap and contrasting pale grey face from which its name was derived. ",0
1305,It also has an elaborate courtship display and a variety of loud mating calls. ,0
1306,"Once paired, it builds a nest from water plants on top of floating vegetation in a shallow lake or bog. ",0
1307,"Like all grebes, the Red-necked is a good swimmer, a particularly swift diver, and responds to danger by diving rather than flying. ",0
1308,"The feet are positioned far back on the body, near the tail, which makes the bird ungainly on land. ",0
1309,"It dives for fish or picks insects off vegetation; it also swallows its own feathers, possibly to protect the digestive system. ",0
1310,"The conservation status of its two subspeciesâP. g. grisegena found in Europe and western Asia, and the larger P. g. holboelii (formerly HolbÅll grebe), in North America and eastern Siberiaâis evaluated as Least Concern, and the global population is stable or growing. ",0
1311,"The red-necked grebe was described by the French polymath Georges-Louis Leclerc, Comte de Buffon in  1781 in his Histoire Naturelle des Oiseaux.  ",1
1312,The bird was also illustrated in a hand-coloured plate engraved by FrancÌ§ois-Nicolas Martinet in the Planches EnlumineÌes D'Histoire Naturelle which was produced under the supervision of Edme-Louis Daubenton to accompany Buffon's text.  ,1
1313,The red-necked grebe is now placed in the genus Podiceps that was erected by the English naturalist John Latham in 1787.   ,1
1314,"The genus name Podiceps comes from Latin podicis, ""vent"" or ""anus"", and pes, ""foot"", and is a reference to the placement of a grebe's legs towards the rear of its body.  ",1
1315,The species name grisegena is from Latin griseus (grey) and gena (cheek) and refers to the face pattern of the breeding adult.  ,1
1316,"Grebes are small to medium-large water birds with lobed, rather than webbed, toes. ",0
1317,"There are several genera, of which the most widespread is Podiceps with nine species, one recently extinct. ",0
1318,Fossils of the species dating to the middle Pleistocene have been found in Italy.  ,1
1319,The red-necked grebe's closest relative is the fish-eating great crested grebe of Europe and western Asia.  ,1
1320,"It is possible that the red-necked grebe originally evolved in North America and later spread to Europe, where a change of diet to include more insects helped to reduce competition with its larger cousin.  ",1
1321,"The red-necked grebe has two subspecies, the nominate subspecies P. g. grisegena in Europe and western Asia, and P. g. holboelii (Holboell's grebe, named for Danish explorer of Greenlandic birds Carl Peter HolbÃ ̧ll) in North America and eastern Siberia. ",0
1322,"The east Asian birds have slightly smaller bills than the American form, although the differences are too small to merit separation as a third subspecies.  ",1
1323,"The red-necked grebe is a medium-large grebe, smaller than the great crested grebe of Eurasia, and the western and Clark's grebes of North America.   ",1
1324,"The adult of the nominate European subspecies is 40â50 cm (16â20 in) long with a 77â85 cm (30â33 in) average wingspan,  and weighs 692â925 g (24.4â32.6 oz).  ",1
1325,"In breeding plumage, it has a black cap that extends below the eye, very pale grey cheeks and throat, a rusty red neck, dark grey back and flanks, and white underparts. ",0
1326,"The eyes are dark brown and the long, pointed bill is black with a yellow base.  ",1
1327,"The winter plumage of the red-necked grebe is duskier than that of other grebes; its dark grey cap is less defined, and merges into the grey face, and a pale crescent that curves around the rear of the face contrasts with the rest of the head. ",0
1328,"The front of the neck is whitish or light grey, the hind neck is darker grey, and the yellow of the bill is less obvious than in summer.  ",1
1329,"Although the red-necked grebe is unmistakable in breeding plumage, it is less distinctive in winter and can be confused with similar species. ",0
1330,"It is larger than the Slavonian (horned) grebe, with a relatively larger bill and a grey, rather than white face.  ",1
1331,"It is closer in size to the Eurasian great crested grebe, but that species is longer-necked, has a more contrasting head pattern, and always shows white above the eye.  ",1
1332,"Chicks have a striped head and breast, and older juveniles have a striped face, diffuse blackish cap, pale red neck and extensive yellow on the bill.  ",1
1333,"The sexes are similar in appearance, although the male averages heavier than the female.  ",1
1334,The difference in size between the sexes is greater than for this subspecies that for P. g. grisegena.  ,1
1335,"The red-necked grebe flies with its long neck extended and its large feet trailing behind the body, which gives it a stretched-out appearance.  ",1
1336,"The relatively small wings are grey with white secondaries, and beat very rapidly.  ",1
1337,"Its small wing area means that the grebe is unable to take off from land,  and needs a lengthy run across water to gain the speed needed for take-off.  ",1
1338,"Like all grebes, the red-necked is an expert swimmer; it uses its feet for propulsion underwater, and steers by rotating its legs, since its tail is too short for this purpose.  ",1
1339,"This is one of the most vocal grebes during the breeding season, but, like its relatives, it is mainly silent for the rest of the year. ",0
1340,"It has a loud, wailing or howling display call uooooh, given by a single bird or a pair in duet, by night or during the day, and often from cover. ",0
1341,Long sequences of up to 60 consecutive notes may be delivered during singing encounters between rival territorial birds. ,0
1342,"A great variety of quacking, clucking, hissing, rattling and purring calls are also given, with much individual variation.  ",1
1343,"Breeding takes place in shallow freshwater lakes, bays of larger lakes, marshes, and other inland bodies of water, often less than 3 ha (7.4 acres) in extent and less than 2 m (6.6 ft) deep. ",0
1344,"The red-necked grebe shows a preference for waters in forested areas or, further north, in shrub tundra, and favours sites with abundant emergent vegetation, such as reedbeds.  ",1
1345,"The best breeding habitat is fish-ponds, which have an abundance of food in addition to meeting the other requirements.  ",1
1346,"The American subspecies is less tied to a high aquatic plant density, and sometimes breeds on quite open lakes.  ",1
1347,"All populations are migratory and winter mainly at sea, usually in estuaries and bays, but often well offshore where fish are within diving reach near shallow banks or islands.  ",1
1348,"The preferred passage and wintering habitat is water less than 15 m (49 ft) deep with a sand or gravel bottom, scattered rocks and patches of seaweed.  ",1
1349,"Migration is usually at night, but may occur during the day, especially when over water. ",0
1350,"During winter, birds typically feed alone and rarely aggregate into flocks, but on migration, concentrations of over 2000 individuals may occur at favoured staging sites.  ",1
1351,"This is particularly noticeable in autumn on the Great Lakes, when up to 18,000 birds may pass Whitefish Point on Lake Superior; these are thought to be Canadian breeders heading for the Atlantic Ocean to winter. ",0
1352,"This easterly route is longer than that to the Pacific, but avoids the Rockies.  ",1
1353,"The breeding range of the red-necked grebe overlaps with that of the Slavonian grebe, although the latter species tends to be displaced from sites suited to both. ",0
1354,"The red-necked grebe prefers an inland temperate climate, and is less successful near coasts and in subarctic and warm temperate zones. ",0
1355,"It is usually a lowland bird, breeding below 100 m (330 ft), although has nested at up to 1,800 m (5,900 ft) in Turkey.  ",1
1356,"The nominate subspecies breeds from southern Sweden and Denmark through central and eastern Europe east to western Siberia, and winters mainly in the North and Baltic Seas, with smaller numbers in the Adriatic, Black Sea, Caspian Sea, Mediterranean and on inland lakes.  ",1
1357,"P. g. holboelii breeds in North America in Alaska, western and central Canada, and the northern US east to Minnesota ; in Asia it nests in eastern Siberia from Kamchatka south to Hokkaido and west to Mongolia.",0
1358,"The Asian birds winter at sea from Japan to the East China Sea, and American breeders winter in the Pacific, mainly from southern Alaska to British Columbia (with smaller numbers south to California), and in the Atlantic from Newfoundland and Labrador to Florida. ",0
1359,Some birds remain on the Great Lakes if they are sufficiently ice-free.  ,1
1360,"Red-necked grebes usually nest as isolated pairs with more than 50 m (160 ft) between neighbouring nests, although semi-colonial nesting may occur in suitable sites, where up to 20 pairs each defend a linear territory. ",1
1361,"This species occurs as a rare winter vagrant in Afghanistan, Pakistan  and parts of northern and western India.     ",1
1362,"Semi-colonial breeding is more likely to occur in prime locations, such as large floating mats of vegetation with no connection to the shoreline. ",0
1363,"Pairs nesting in these colonies produce larger clutches of eggs, which hatch earlier in the season and result in larger broods.  ",1
1364,"Such sites, safe from most predators and large enough to provide some wind and wave protection, have grebes nesting much closer than shoreline breeders, down to 10 m (33 ft).  ",1
1365,"The territory is defended with various threat displays, including wing-spreading, hunching, and bill-thrusting;  pairs breeding in colonies are more aggressive, less likely to leave the nest unguarded and show a greater tendency to move out of sight of the colony when not incubating.  ",1
1366,Breeding is often in loose association with gulls or other colonial water birds.  ,1
1367,"The monogamous pair forms in April or May on migration or at the breeding water, and a highly vocal courtship ritual commences.  ",1
1368,"The elaborate breeding performance includes head-shaking, a head-lowered ""cat"" display, parallel rushes in an upright position and mutual presentations of green weeds, and culminates in a ""penguin"" dance in which pair members raise the whole body upright, breast to breast.    ",1
1369,"Like all grebes, the red-necked grebe nests near water into which it can escape, since the position of the legs far back on the body prevents fast movement on land. ",0
1370,"The nest is a floating platform of plant matter anchored to submerged or emergent vegetation,  in water 0.5â0.75 m (20â30 in) deep, and with the bulk of nest below the water line. ",1
1371,"Egg-laying mainly takes place from mid-April to May in Europe,  and somewhat later, from mid-May to June, in North America.  ",1
1372,"Parents may leave the nest for significant periods of time during the night, possibly to evade nocturnal predators. ",0
1373,"It is unclear whether this is for self-protection or to protect the eggs by diverting attention from the nest; the clutch does not appear to suffer from this temporary abandonment, whatever the reason.  ",1
1374,"The red-necked grebe lays four or five (range one to nine) dull white or pale blue eggs, which average 3.4 cm (1.3 in) in breadth, 5.1 cm (2.0 in) in length, and weigh about 30.5 g (1.08 oz), of which 10% is shell. ",1
1375,"Parents take turns to incubate the eggs for 21â33 days until the precocial downy chicks hatch;  they immediately climb onto the parent's back, where they spend most of their time until they are 10â17 days old.   ",1
1376,"The young may be fed by the parents for up to 54 days after fledging,  and can fly at 50â70 days.  ",1
1377,The parents do not interfere with the feeding of their chicks when they are still being carried. ,0
1378,"Later they care for the younger chicks for longer, and are aggressive with the older offspring. ",0
1379,"This equalises the post-fledging survival of all chicks, and encourages their independence.  ",1
1380,"The brood may be split, so that each parent feeds only some of the chicks. ",0
1381,After breeding the adults moult their wing feathers and are temporarily flightless; migration commences once the flight feathers have regrown.  ,1
1382,"Eggs may be destroyed and chicks killed by a range of predators, including the raccoon in North America and the carrion crow in Europe.   ",1
1383,"The red-necked grebe is normally single-brooded, although second broods and re-nesting after a clutch has been lost may extend nesting into July or August.  ",1
1384,"On average, for each adult, 0.65 young birds are still alive by their fourth month, although the mortality rate for the adult is unknown. ",0
1385,"Red-necked grebes attempt to evade birds of prey by diving; when feeding, dives average less than 30 seconds, although escape dives are more prolonged.  ",1
1386,"On the breeding grounds, the red-necked grebe feeds mainly on invertebrates including adult and larval aquatic insects, such as water beetles and dragonfly larvae, crayfish and molluscs. ",0
1387,"Fish (such as smelt ) may be important locally or seasonally, especially for the American subspecies, and crustaceans can constitute up to 20% of the grebe's diet. ",1
1388,Birds breeding at the coast often make foraging flights to inland lakes or offshore areas to feed.  ,1
1389,"Aquatic prey is obtained by diving or by swimming on surface with the head submerged, and terrestrial insects and their larvae are picked off vegetation.  ",1
1390,A line slanting downward from the eye to the tip of the opened lower mandible may be used for sighting on prey before diving or when swimming under water. ,0
1391,"European breeders, which have to compete with the larger great crested grebe for fish, eat a greater proportion of invertebrates than the longer-billed American subspecies, although both races eat mainly fish in winter.  ",1
1392,The grebe probably opens its bill and looks down the eye-line toward its target. ,1
1393,"Birds of the nominate subspecies from the northernmost breeding populations in Finland and Russia, beyond the range of great crested grebe, have a longer and more slender bill than those further south, reflecting a greater proportion of fish in the diet where their main competitor is absent.  ",1
1394,"Like other grebes, the red-necked grebe ingests large quantities of its own feathers, which remain in the bird's stomach. ",1
1395,"If food is scarce, parents may desert unhatched eggs, or allow the smallest chicks to starve, although the latter strategy appears not to be particularly efficient in protecting the older chicks.  ",1
1396," Feathers are not only swallowed by adults, mainly during self-preening, but are often fed to the young, sometimes within a day of hatching. ",0
1397,"The function of the feathers in the stomach is unknown, although it has been suggested that they help to protect the lower digestive tract from bones and other hard, indigestible material.  ",1
1398,"The red-necked grebe has a large range, estimated at 1â10 million square kilometres (0.4â3.8 million square miles), and a global population of 150,000â370,000 individuals,  with P. g. holboellii about twice as numerous as the nominate race.  ",1
1399,"The population trend has not been quantified, but it is not believed to meet the thresholds for the population decline criterion (declining more than 30% in ten years or three generations) of the IUCN Red List. ",0
1400,The red-necked grebe is one of the species to which the Agreement on the Conservation of African-Eurasian Migratory Waterbirds (AEWA) applies.  ,1
1401,Parties to the Agreement are required to engage in a wide range of conservation strategies which are describes in a detailed action plan. ,0
1402,"The plan is intended to address key issues such as species and habitat conservation, management of human activities, research, education, and implementation.  ",1
1403,"The Red-necked Grebe was hunted by humans in northern Europe in the Mesolithic and Paleolithic periods,    but there is no evidence that there is any significant level of hunting at the present time.   ",1
1404,"In North America, there are potential threats from pollutants such as polychlorinated biphenyls (PCBs) and pesticides such as DDT which cause reduced reproductive success due to egg sterility and eggshell thinning. ",0
1405,Breeding areas may be threatened by the modification and degradation of lakes and by human disturbance from water-based recreational activities.  ,1
1406,"There is no evidence to suggest that these threats could result in a significant risk to the overall population; more than 70% of North American red-necked grebes breed in Canada, where the population is stable or increasing.[39 ",0
1407,"The red-tailed black cockatoo (Calyptorhynchus banksii) also known as Banksian- or Banks' black cockatoo, is a large black cockatoo native to Australia. ",0
1408,Adult males have a characteristic pair of bright red panels on the tail that gives the species its name. ,0
1409,It is more common in the drier parts of the continent. ,0
1410,"Although the more northerly subspecies are widespread, the two southern subspecies, the forest red-tailed black cockatoo and the south-eastern red-tailed black cockatoo are under threat. ",0
1411,"The species is usually found in eucalyptus woodlands, or along water courses. ",0
1412,"In the more northerly parts of the country, these cockatoos are commonly seen in large flocks. ",0
1413,"They are seed eaters and cavity nesters, and as such depend on trees with fairly large diameters, generally Eucalyptus. ",0
1414,Populations in southeastern Australia are threatened by deforestation and other habitat alterations. ,0
1415,"Of the black cockatoos, the red-tailed is the most adaptable to aviculture,  although black cockatoos are much rarer and much more expensive in aviculture outside Australia.  ",1
1416,"The species complex was first described by the ornithologist John Latham in 1790 as Psittacus banksii,  commemorating English botanist Sir Joseph Banks. ",1
1417,"The red-tailed black cockatoo also has the distinction of being the first bird from Eastern Australia illustrated by a European, as a female, presumably collected at Endeavour River in north Queensland, was sketched by Banks' draughtsman Sydney Parkinson in 1770.  Narrowly predating Latham, English naturalist George Shaw described Psittacus magnificus from a specimen collected somewhere in the Port Jackson (now Sydney) region.  ",1
1418,"For many years, the species was referred to as Calyptorhynchus magnificus,  proposed by Gregory Mathews in 1927 as Shaw's name had predated Latham's 1790 description. ",1
1419,"For several decades, Mathews' proposal was accepted by many authorities, although it was unclear whether the original Port Jackson reference had actually referred to the red-tailed black or, more likely, the glossy black cockatoo. ",0
1420,"In 1994, an application to conserve Calyptorhynchus banksii as the scientific name was accepted by the ICZN.  ",1
1421,"The red-tailed black cockatoo is the type species of the genus Calyptorhynchus,  the name of which is derived from the Greek calypto-/ÎoÎ±Î»ÏÏÏÎ¿- ""hidden"" and rhynchus/ÏÏÎ3ÏÎ¿Ï ""beak"".  ",1
1422,The change was first made by Anselme GaeÌtan Desmarest in 1826.  ,1
1423,"In 1827, Jennings proposed the name Psittacus niger for the bird.  ",1
1424,"The binomial combination had already been used by Carl Linnaeus for the lesser vasa parrot in 1758,  and by Johann Friedrich Gmelin for the palm cockatoo in 1788; it was thus invalid even though both other species were already known by different names at the time. ",1
1425,"Alternate common names include Banks' black cockatoo, Banksian black cockatoo, or simply black cockatoo.  ",1
1426,Indigenous people of the central Cape York Peninsula have several names for the bird:  (minha) pachang in Pakanh; (inh -) inhulg in Uw Oykangand; and (inh -) anhulg in Uw Olkola. ,0
1427,(The bracketed prefix (inh- or minha) is a qualifier meaning 'meat' or ,0
1428,'animal'.)  Ngarnarrh or karnamarr are terms used by the Kunwinjku of Arnhem Land.   ,1
1429,"In Central Australia, southwest of Alice Springs, the Pitjantjatjara term for the subspecies ",0
1430,C. b. samueli is iranti.  Karrak is a Noongar term derived from the call for the southwestern race C. b. naso.  ,1
1431,In the language of the Bungandidj of south-eastern South Australia and western Victoria this bird was called treen.  ,1
1432,The red-tailed black cockatoo's closest relative is the glossy black cockatoo; the two species form the subgenus Calyptorhynchus within the genus of the same name.  ,1
1433,"They are distinguished from the other black cockatoos of the subgenus  Zanda by their significant sexual dimorphism and calls of the juveniles; one a squeaking begging call, the other a vocalization when swallowing food.   ",1
1434,"A 1999 mtDNA phylogenetic study of cockatoos utilizing among others, the red-tailed black cockatoo supported the hypotheses that cockatoos originated in Australia before the Paleogene and Neogene periods (66 mya, marking the end of the Mesozoic, to 2.6 mya) and that the genus Cacatua diversified in two separate radiations to the islands of Indonesia, New Guinea, and the South Pacific. ",0
1435,"A 2008 mitochondrial and nuclear DNA phylogenetic study of the parrots, cockatoos and related taxa by utilizing among others the yellow-tailed black cockatoo, provides confirmatory evidence for a Gondwanaland origin of the ancestral parrots in the Cretaceous period, and an Australasia divergence of the ancestral cockatoos from the parrots in either late Cretaceous (66 mya) or Paleogene (45 mya) periods depending on baseline assumptions.  ",1
1436,"It concluded that the first extant cockatoo to diverge from the ancestral cockatoos was the palm cockatoo, followed by a subclade containing the black cockatoos.  ",1
1437,"Five subspecies are recognised; they differ mainly in the size and shape of the beak, the overall bird size and female colouration:  Red-tailed black cockatoos are around 60 centimetres (24 in) in length and sexually dimorphic. ",1
1438,The male's plumage is all black with a prominent black crest made up of elongated feathers from the forehead and crown. ,0
1439,The tail is also black with two lateral bright red panels. ,0
1440,"Females are black with yellow-orange stripes in the tail and chest, and yellow grading to red spots on the cheeks and wings. ",0
1441,The underparts are barred with fine yellow over a black base. ,0
1442,"Male birds weigh between 670 and 920 grams (1.5â2 lb), while females weigh slightly less at 615â870 grams (1.25â1.75 lb).  ",1
1443,"In common with other cockatoos and parrots, red-tailed black cockatoos have zygodactyl feet, two toes facing forward and two backward, that allow them to grasp objects with one foot while standing on the other, for feeding and manipulation. ",0
1444,"Juvenile red-tailed black cockatoos resemble females until puberty, which occurs around four years of age, but have paler yellow barred underparts.  ",1
1445,Black cockatoos are almost exclusively left-footed (along with nearly all other cockatoos and most parrots).  ,1
1446,"As the birds reach maturity, males gradually replace their yellow tail feathers with red ones; the complete process takes around four years.  ",1
1447,"As with other cockatoos, the red-tailed black cockatoo can be very long-lived in captivity; in 1938, ornithologist Neville Cayley reported one over fifty years old at Taronga Zoo.  ",1
1448,Another bird residing at London and Rotterdam Zoos was 45 years and 5 months of age when it died in 1979.  ,1
1449,"The bird's contact call is a rolling metallic krur-rr or kree, which may carry long distances and is always given while flying;  its alarm call is sharp.  ",1
1450,Displaying males vocalize a sequence of soft growling followed by a repetitive kred-kred-kred-kred.  ,1
1451,The red-tailed black cockatoo principally occurs across the drier parts of Australia. ,0
1452,"It is widespread and abundant in a broad band across the northern half of the country, where it has been considered an agricultural pest,  with more isolated distribution in the south. ",1
1453,"It is found in a wide variety of habitats, from shrublands and grasslands through eucalypt, sheoak and Acacia woodlands, to dense tropical rainforests.  ",1
1454,"The bird is dependent on large, old eucalypts for nesting hollows, although the specific gums used vary in different parts of the country. ",0
1455,"Cockatoos are not wholly migratory, but they do exhibit regular seasonal movements in different parts of Australia. ",0
1456,"In the northern parts of the Northern Territory, they largely leave areas of high humidity in the summer wet season.  ",1
1457,"In other parts of the country cockatoo seasonal movements tend to follow food sources, a pattern recorded in Northern Queensland,   and New South Wales. ",1
1458,"In southwest Western Australia, both extant subspecies appear to have a northâsouth pattern; northwards after breeding in the case of subspecies naso,  while movements by subspecies samueli in the wheatbelt can be irregular and unrelated to the seasons.  Red-tailed black cockatoos are diurnal, raucous and noisy, and are often seen flying high overhead in small flocks, sometimes mixed with other cockatoos. ",1
1459,Flocks of up to 500 birds are generally only seen in the north or when the birds are concentrated at some food source. ,0
1460,"In northern and central Australia, birds may feed on the ground, while the two southern subspecies, graptogyne and naso, are almost exclusively arboreal.  ",1
1461,"They tend to fly rather slowly with intermittent deep flapping wingbeats, markedly different from the shallow wingbeats of the similar glossy black cockatoo. ",0
1462,"The male red-tailed black cockatoo courts by puffing up crest and cheek feathers, and hiding the beak; it then sings and struts, ending in a jump and a flash of red tail feathers toward the female who will most often reply by defensively biting him.  ",1
1463,"Breeding generally takes place from May to September except in the case of the South-eastern subspecies, which nests during summer (December to February). ",0
1464,"Pairs of the subspecies samueli in the Wheatbelt region of Western Australia may produce two broods,  while those of South-eastern subspecies only produce one.  ",1
1465,Nesting takes place in large vertical tree hollows of tall trees. ,0
1466,"Isolated trees are generally chosen, so birds can fly to and from them relatively unhindered. ",0
1467,"A clutch consists of 1 to 2 white, lustreless eggs, although the second chick is in most cases neglected and perishes in infancy.  ",1
1468,Chick at 1 hour old Chick at 1 day old Chick at 1 week old Chick at 2 weeks old Chick at 3 weeks old Chick at 4 weeks old Chick at 5 weeks old Chick at 6 weeks old ,0
1469,"Although red-tailed black cockatoos feed on a wide variety of native and introduced grains, the mainstay of their diet is eucalyptus seeds. ",0
1470,There is a specific relationship between the species and larger-fruited species of gums. ,0
1471,"These vary across Australia but include the marri in Southwest Western Australia, Darwin woolybutt E. miniata across the north of the country, E. baxteri in Victoria and the bloodwood species Corymbia polycarpa and C. intermedia in Queensland. ",0
1472,"Cockatoos bite off branchlets with clusters of seed capsules, then hold them with their feet while chewing and harvesting seeds before littering the ground with debris. ",0
1473,"Among other seeds and nuts consumed are those of Acacia, Allocasuarina, Banksia, Grevillea and Hakea, as well as berries, fruits and various insects.[44 ",0
1474,] Cockatoos have adapted to eating some introduced plants such as the doublegee (Emex australis). ,0
1475,"There is some evidence of consumption of wild radish (Raphanus raphanistrum), wild turnip (Brassica tournefortii) and melon (Citrullus or Cucumis).  Red-tailed black cockatoos have been implicated as agricultural pests of peanut and other crops at Lakeland Downs in Far North Queensland. ",1
1476,"Here the cockatoos, in flocks of up to several hundred birds, have learned to sever the peanut plants above ground level before pulling the peanuts out of the ground by their stems and shelling them. ",0
1477,"These birds are listed internationally under Appendix II of CITES, which allows international trade in live wild-caught and captive-bred specimens, if such exports are not detrimental to wild populations.  ",1
1478,The red-tailed black cockatoo is protected under the Australian Environment Protection and Biodiversity Conservation Amendment (Wildlife Protection) Act 2001. ,1
1479,"However, the current Australian restrictions on commercial exports from Australia are not imposed by CITES.  ",1
